,noc_code,X,occupation,employment,median.income,mean.income,geography,nchar,remote_work
6752,2241,21024,        2241 Electrical and electronics engineering technologists and technicians,1605,62591,61362,Nova Scotia / Nouvelle-…cosse,4,0
6753,2241,21039,        2241 Electrical and electronics engineering technologists and technicians,425,64603,71672,Saskatoon,4,0
6754,2241,21047,        2241 Electrical and electronics engineering technologists and technicians,665,65308,64214,Victoria [1],4,0
6755,2241,21045,        2241 Electrical and electronics engineering technologists and technicians,320,76574,76060,Trois-Rivières,4,0
6756,2241,21031,        2241 Electrical and electronics engineering technologists and technicians,170,77890,69288,Peterborough,4,0
6757,2241,21034,        2241 Electrical and electronics engineering technologists and technicians,1480,59195,60726,Québec,4,0
6758,2241,2109,        2241 Electrical and electronics engineering technologists and technicians,195,64242,63114,Greater Sudbury / Grand Sudbury,4,0
6759,2241,21049,        2241 Electrical and electronics engineering technologists and technicians,1010,61141,79951,Winnipeg,4,0
6760,2241,2107,        2241 Electrical and electronics engineering technologists and technicians,44490,60536,64687,Canada,4,0
6761,2241,2103,        2241 Electrical and electronics engineering technologists and technicians,185,59633,61084,Belleville,4,0
6762,2241,21037,        2241 Electrical and electronics engineering technologists and technicians,160,72119,76269,Saint John,4,0
6763,2241,21036,        2241 Electrical and electronics engineering technologists and technicians,460,62179,65156,Saguenay,4,0
6764,2241,21043,        2241 Electrical and electronics engineering technologists and technicians,135,79472,76534,Thunder Bay,4,0
6765,2241,21021,        2241 Electrical and electronics engineering technologists and technicians,640,66367,65849,New Brunswick / Nouveau-Brunswick,4,0
6766,2241,21042,        2241 Electrical and electronics engineering technologists and technicians,495,68379,75143,St. John's,4,0
6767,2241,21015,        2241 Electrical and electronics engineering technologists and technicians,815,54589,56331,Kitchener - Cambridge - Waterloo,4,0
6768,2241,21022,        2241 Electrical and electronics engineering technologists and technicians,900,68571,76952,Newfoundland and Labrador / Terre-Neuve-et-Labrador,4,0
6769,2241,21050,        2241 Electrical and electronics engineering technologists and technicians,25,0,0,Yukon [1],4,0
6770,2241,21014,        2241 Electrical and electronics engineering technologists and technicians,210,55916,60363,Kingston,4,0
6771,2241,21030,        2241 Electrical and electronics engineering technologists and technicians,345,72043,74712,Ottawa - Gatineau (partie du Québec / Quebec part),4,0
6772,2241,21027,        2241 Electrical and electronics engineering technologists and technicians,650,76275,77340,Oshawa,4,0
6773,2241,2102,        2241 Electrical and electronics engineering technologists and technicians,325,73117,67735,Barrie,4,0
6774,2241,21010,        2241 Electrical and electronics engineering technologists and technicians,165,52897,52332,Guelph,4,0
6775,2241,21038,        2241 Electrical and electronics engineering technologists and technicians,1105,70860,73396,Saskatchewan,4,0
6776,2241,21040,        2241 Electrical and electronics engineering technologists and technicians,375,56981,57843,Sherbrooke,4,0
6777,2241,21033,        2241 Electrical and electronics engineering technologists and technicians,12095,59150,61480,Quebec / QuÈbec [1],4,0
6778,2241,2108,        2241 Electrical and electronics engineering technologists and technicians,1850,73104,81946,Edmonton,4,0
6779,2241,21025,        2241 Electrical and electronics engineering technologists and technicians,20,117504,119888,Nunavut [1],4,0
6780,2241,21023,        2241 Electrical and electronics engineering technologists and technicians,50,112350,95279,Northwest Territories / Territoires du Nord-Ouest [1],4,0
6781,2241,21011,        2241 Electrical and electronics engineering technologists and technicians,1015,66760,63333,Halifax,4,0
6782,2241,21017,        2241 Electrical and electronics engineering technologists and technicians,610,56772,55740,London,4,0
6783,2241,21029,        2241 Electrical and electronics engineering technologists and technicians,1690,63156,65340,Ottawa - Gatineau (Ontario part / partie de l'Ontario),4,0
6784,2242,21110,        2242 Electronic service technicians (household and business equipment),2505,50773,52056,Calgary,4,0
6785,2242,21169,        2242 Electronic service technicians (household and business equipment),170,42838,38542,Trois-Rivières,4,0
6786,2242,21116,        2242 Electronic service technicians (household and business equipment),1115,44941,47019,Hamilton,4,0
6787,2242,21171,        2242 Electronic service technicians (household and business equipment),4205,44317,46802,Vancouver [1],4,0
6788,2242,21118,        2242 Electronic service technicians (household and business equipment),235,39607,40727,Kingston,4,0
6789,2242,21120,        2242 Electronic service technicians (household and business equipment),150,56845,50839,Lethbridge,4,0
6790,2242,21157,        2242 Electronic service technicians (household and business equipment),530,53633,52102,Saskatoon,4,0
6791,2242,21122,        2242 Electronic service technicians (household and business equipment),2085,46505,45783,Manitoba,4,0
6792,2242,21123,        2242 Electronic service technicians (household and business equipment),345,47020,47790,Moncton,4,0
6793,2242,21114,        2242 Electronic service technicians (household and business equipment),240,34991,37694,Guelph,4,0
6794,2242,21117,        2242 Electronic service technicians (household and business equipment),325,46251,44132,Kelowna,4,0
6795,2242,21126,        2242 Electronic service technicians (household and business equipment),510,47522,52313,Newfoundland and Labrador / Terre-Neuve-et-Labrador,4,0
6796,2242,21143,        2242 Electronic service technicians (household and business equipment),160,43548,44588,Prince Edward Island / Œle-du-Prince-…douard,4,0
6797,2242,21159,        2242 Electronic service technicians (household and business equipment),205,32632,31990,Sherbrooke,4,0
6798,2242,21131,        2242 Electronic service technicians (household and business equipment),21875,42732,44758,Ontario [1],4,0
6799,2242,21163,        2242 Electronic service technicians (household and business equipment),285,49729,55893,St. John's,4,0
6800,2242,21147,        2242 Electronic service technicians (household and business equipment),705,42883,42818,Québec,4,0
6801,2242,2117,        2242 Electronic service technicians (household and business equipment),215,46913,45575,Brantford [1],4,0
6802,2242,21149,        2242 Electronic service technicians (household and business equipment),505,55236,54317,Regina,4,0
6803,2242,21167,        2242 Electronic service technicians (household and business equipment),10125,41159,44341,Toronto,4,0
6804,2242,21165,        2242 Electronic service technicians (household and business equipment),245,46892,45583,Thunder Bay,4,0
6805,2242,21121,        2242 Electronic service technicians (household and business equipment),835,43861,42538,London,4,0
6806,2242,21155,        2242 Electronic service technicians (household and business equipment),1550,53054,51983,Saskatchewan,4,0
6807,2242,21135,        2242 Electronic service technicians (household and business equipment),2075,46140,48084,Ottawa - Gatineau,4,0
6808,2242,21119,        2242 Electronic service technicians (household and business equipment),885,50054,50805,Kitchener - Cambridge - Waterloo,4,0
6809,2242,21125,        2242 Electronic service technicians (household and business equipment),1040,43612,42903,New Brunswick / Nouveau-Brunswick,4,0
6810,2242,21112,        2242 Electronic service technicians (household and business equipment),2395,53570,55611,Edmonton,4,0
6811,2242,2115,        2242 Electronic service technicians (household and business equipment),140,29999,32373,Belleville,4,0
6812,2242,2119,        2242 Electronic service technicians (household and business equipment),7285,43868,46004,British Columbia / Colombie-Britannique [1],4,0
6813,2242,2111,        2242 Electronic service technicians (household and business equipment),6535,53057,55737,Alberta [1],4,0
6814,2242,21145,        2242 Electronic service technicians (household and business equipment),8085,38681,39485,Quebec / QuÈbec [1],4,0
6815,2242,21127,        2242 Electronic service technicians (household and business equipment),65,53605,53561,Northwest Territories / Territoires du Nord-Ouest [1],4,0
6816,2242,21139,        2242 Electronic service technicians (household and business equipment),350,48237,47495,Ottawa - Gatineau (partie du Québec / Quebec part),4,0
6817,2242,21151,        2242 Electronic service technicians (household and business equipment),195,31342,34946,Saguenay,4,0
6818,2242,21124,        2242 Electronic service technicians (household and business equipment),4730,39399,40122,Montréal [1],4,0
6819,2242,21179,        2242 Electronic service technicians (household and business equipment),90,53799,47401,Yukon [1],4,0
6820,2242,21111,        2242 Electronic service technicians (household and business equipment),50655,43969,45893,Canada,4,0
6821,2242,21129,        2242 Electronic service technicians (household and business equipment),20,85504,82265,Nunavut [1],4,0
6822,2242,2113,        2242 Electronic service technicians (household and business equipment),385,48245,47880,Barrie,4,0
6823,2242,21161,        2242 Electronic service technicians (household and business equipment),650,41795,42414,St. Catharines - Niagara,4,0
6824,2242,21128,        2242 Electronic service technicians (household and business equipment),1360,47655,46611,Nova Scotia / Nouvelle-…cosse,4,0
6825,2242,21133,        2242 Electronic service technicians (household and business equipment),755,47731,48192,Oshawa,4,0
6826,2242,21141,        2242 Electronic service technicians (household and business equipment),225,43194,41483,Peterborough,4,0
6827,2242,21177,        2242 Electronic service technicians (household and business equipment),1535,45130,45225,Winnipeg,4,0
6828,2242,211,        2242 Electronic service technicians (household and business equipment),265,43222,46329,Abbotsford - Mission,4,0
6829,2242,21175,        2242 Electronic service technicians (household and business equipment),425,42283,43964,Windsor,4,0
6830,2242,21137,        2242 Electronic service technicians (household and business equipment),1725,45994,48204,Ottawa - Gatineau (Ontario part / partie de l'Ontario),4,0
6831,2242,21113,        2242 Electronic service technicians (household and business equipment),265,44063,42515,Greater Sudbury / Grand Sudbury,4,0
6832,2242,21153,        2242 Electronic service technicians (household and business equipment),155,47161,44413,Saint John,4,0
6833,2242,21115,        2242 Electronic service technicians (household and business equipment),735,49344,50133,Halifax,4,0
6834,2242,21173,        2242 Electronic service technicians (household and business equipment),530,43905,45105,Victoria [1],4,0
6835,2243,21215,        2243 Industrial instrument technicians and mechanics,25,0,0,Kelowna,4,0
6836,2243,21244,        2243 Industrial instrument technicians and mechanics,105,99744,103519,St. John's,4,0
6837,2243,21238,        2243 Industrial instrument technicians and mechanics,95,82170,75289,Saguenay,4,0
6838,2243,21234,        2243 Industrial instrument technicians and mechanics,10,0,0,Prince Edward Island / Œle-du-Prince-…douard,4,0
6839,2243,2125,        2243 Industrial instrument technicians and mechanics,910,91838,93624,British Columbia / Colombie-Britannique [1],4,0
6840,2243,21237,        2243 Industrial instrument technicians and mechanics,115,117823,118093,Regina,4,0
6841,2243,21248,        2243 Industrial instrument technicians and mechanics,185,81925,77963,Vancouver [1],4,0
6842,2243,21227,        2243 Industrial instrument technicians and mechanics,0,0,0,Nunavut [1],4,0
6843,2243,21245,        2243 Industrial instrument technicians and mechanics,35,64222,66738,Thunder Bay,4,0
6844,2243,21246,        2243 Industrial instrument technicians and mechanics,400,60627,67317,Toronto,4,0
6845,2243,21211,        2243 Industrial instrument technicians and mechanics,135,88235,81612,Greater Sudbury / Grand Sudbury,4,0
6846,2243,21230,        2243 Industrial instrument technicians and mechanics,100,78130,75534,Ottawa - Gatineau,4,0
6847,2243,21212,        2243 Industrial instrument technicians and mechanics,15,0,0,Guelph,4,0
6848,2243,2121,        2243 Industrial instrument technicians and mechanics,3735,101220,111112,Alberta [1],4,0
6849,2243,21225,        2243 Industrial instrument technicians and mechanics,15,127376,162614,Northwest Territories / Territoires du Nord-Ouest [1],4,0
6850,2243,21242,        2243 Industrial instrument technicians and mechanics,55,75436,74679,Sherbrooke,4,0
6851,2243,21240,        2243 Industrial instrument technicians and mechanics,570,110468,107775,Saskatchewan,4,0
6852,2243,21243,        2243 Industrial instrument technicians and mechanics,60,83066,77011,St. Catharines - Niagara,4,0
6853,2243,21217,        2243 Industrial instrument technicians and mechanics,60,50424,49134,Kitchener - Cambridge - Waterloo,4,0
6854,2243,21219,        2243 Industrial instrument technicians and mechanics,35,51676,65051,London,4,0
6855,2243,21220,        2243 Industrial instrument technicians and mechanics,165,81476,77449,Manitoba,4,0
6856,2243,2123,        2243 Industrial instrument technicians and mechanics,10,0,0,Belleville,4,0
6857,2243,21233,        2243 Industrial instrument technicians and mechanics,15,0,0,Peterborough,4,0
6858,2243,21235,        2243 Industrial instrument technicians and mechanics,2025,73240,71906,Quebec / QuÈbec [1],4,0
6859,2243,21226,        2243 Industrial instrument technicians and mechanics,220,89856,95670,Nova Scotia / Nouvelle-…cosse,4,0
6860,2243,21216,        2243 Industrial instrument technicians and mechanics,30,0,0,Kingston,4,0
6861,2243,21218,        2243 Industrial instrument technicians and mechanics,25,0,83388,Lethbridge,4,0
6862,2243,2124,        2243 Industrial instrument technicians and mechanics,20,0,0,Brantford [1],4,0
6863,2243,21214,        2243 Industrial instrument technicians and mechanics,140,80604,82542,Hamilton,4,0
6864,2243,21250,        2243 Industrial instrument technicians and mechanics,25,0,0,Windsor,4,0
6865,2243,21224,        2243 Industrial instrument technicians and mechanics,250,98319,101895,Newfoundland and Labrador / Terre-Neuve-et-Labrador,4,0
6866,2243,21251,        2243 Industrial instrument technicians and mechanics,95,73891,71993,Winnipeg,4,0
6867,2243,21252,        2243 Industrial instrument technicians and mechanics,0,0,0,Yukon [1],4,0
6868,2243,21249,        2243 Industrial instrument technicians and mechanics,35,73573,89403,Victoria [1],4,0
6869,2243,21232,        2243 Industrial instrument technicians and mechanics,35,86093,86799,Ottawa - Gatineau (partie du Québec / Quebec part),4,0
6870,2243,21210,        2243 Industrial instrument technicians and mechanics,1250,114684,113748,Edmonton,4,0
6871,2243,21221,        2243 Industrial instrument technicians and mechanics,10,0,0,Moncton,4,0
6872,2243,21239,        2243 Industrial instrument technicians and mechanics,90,91771,81254,Saint John,4,0
6873,2243,21213,        2243 Industrial instrument technicians and mechanics,35,96072,109311,Halifax,4,0
6874,2243,21223,        2243 Industrial instrument technicians and mechanics,190,70522,74632,New Brunswick / Nouveau-Brunswick,4,0
6875,2243,2128,        2243 Industrial instrument technicians and mechanics,9800,85957,94156,Canada,4,0
6876,2243,212,        2243 Industrial instrument technicians and mechanics,25,0,0,Abbotsford - Mission,4,0
6877,2243,21247,        2243 Industrial instrument technicians and mechanics,100,88896,87770,Trois-Rivières,4,0
6878,2243,21236,        2243 Industrial instrument technicians and mechanics,195,58073,62405,Québec,4,0
6879,2243,21241,        2243 Industrial instrument technicians and mechanics,100,118725,112960,Saskatoon,4,0
6880,2243,21222,        2243 Industrial instrument technicians and mechanics,750,64908,64099,Montréal [1],4,0
6881,2243,21229,        2243 Industrial instrument technicians and mechanics,70,116460,110846,Oshawa,4,0
6882,2243,2122,        2243 Industrial instrument technicians and mechanics,20,0,0,Barrie,4,0
6883,2243,2126,        2243 Industrial instrument technicians and mechanics,600,88932,104332,Calgary,4,0
6884,2243,21228,        2243 Industrial instrument technicians and mechanics,1700,80400,80930,Ontario [1],4,0
6885,2243,21231,        2243 Industrial instrument technicians and mechanics,70,76898,70065,Ottawa - Gatineau (Ontario part / partie de l'Ontario),4,0
6886,2244,21313,"        2244 Aircraft instrument, electrical and avionics mechanics, technicians and inspectors",70,75531,82012,Kelowna,4,0
6887,2244,21318,"        2244 Aircraft instrument, electrical and avionics mechanics, technicians and inspectors",360,66644,64748,Manitoba,4,0
6888,2244,2139,"        2244 Aircraft instrument, electrical and avionics mechanics, technicians and inspectors",15,0,0,Greater Sudbury / Grand Sudbury,4,0
6889,2244,2131,"        2244 Aircraft instrument, electrical and avionics mechanics, technicians and inspectors",730,74557,79248,Alberta [1],4,0
6890,2244,21346,"        2244 Aircraft instrument, electrical and avionics mechanics, technicians and inspectors",360,79159,76213,Vancouver [1],4,0
6891,2244,21322,"        2244 Aircraft instrument, electrical and avionics mechanics, technicians and inspectors",110,92134,86260,Newfoundland and Labrador / Terre-Neuve-et-Labrador,4,0
6892,2244,21321,"        2244 Aircraft instrument, electrical and avionics mechanics, technicians and inspectors",75,76768,78635,New Brunswick / Nouveau-Brunswick,4,0
6893,2244,21340,"        2244 Aircraft instrument, electrical and avionics mechanics, technicians and inspectors",10,0,0,Sherbrooke,4,0
6894,2244,21317,"        2244 Aircraft instrument, electrical and avionics mechanics, technicians and inspectors",20,0,0,London,4,0
6895,2244,21332,"        2244 Aircraft instrument, electrical and avionics mechanics, technicians and inspectors",25,0,0,Prince Edward Island / Œle-du-Prince-…douard,4,0
6896,2244,21349,"        2244 Aircraft instrument, electrical and avionics mechanics, technicians and inspectors",305,67870,63731,Winnipeg,4,0
6897,2244,21338,"        2244 Aircraft instrument, electrical and avionics mechanics, technicians and inspectors",100,70161,64481,Saskatchewan,4,0
6898,2244,21333,"        2244 Aircraft instrument, electrical and avionics mechanics, technicians and inspectors",1685,72930,69198,Quebec / QuÈbec [1],4,0
6899,2244,21344,"        2244 Aircraft instrument, electrical and avionics mechanics, technicians and inspectors",825,69859,68217,Toronto,4,0
6900,2244,21316,"        2244 Aircraft instrument, electrical and avionics mechanics, technicians and inspectors",10,0,0,Lethbridge,4,0
6901,2244,2133,"        2244 Aircraft instrument, electrical and avionics mechanics, technicians and inspectors",190,67067,62016,Belleville,4,0
6902,2244,21328,"        2244 Aircraft instrument, electrical and avionics mechanics, technicians and inspectors",240,80725,76876,Ottawa - Gatineau,4,0
6903,2244,21343,"        2244 Aircraft instrument, electrical and avionics mechanics, technicians and inspectors",60,67846,70847,Thunder Bay,4,0
6904,2244,21315,"        2244 Aircraft instrument, electrical and avionics mechanics, technicians and inspectors",90,65362,61315,Kitchener - Cambridge - Waterloo,4,0
6905,2244,21341,"        2244 Aircraft instrument, electrical and avionics mechanics, technicians and inspectors",30,0,62026,St. Catharines - Niagara,4,0
6906,2244,21348,"        2244 Aircraft instrument, electrical and avionics mechanics, technicians and inspectors",15,0,0,Windsor,4,0
6907,2244,213,"        2244 Aircraft instrument, electrical and avionics mechanics, technicians and inspectors",50,75404,65976,Abbotsford - Mission,4,0
6908,2244,21347,"        2244 Aircraft instrument, electrical and avionics mechanics, technicians and inspectors",85,78308,79792,Victoria [1],4,0
6909,2244,2137,"        2244 Aircraft instrument, electrical and avionics mechanics, technicians and inspectors",6360,70709,70068,Canada,4,0
6910,2244,2135,"        2244 Aircraft instrument, electrical and avionics mechanics, technicians and inspectors",790,74042,73890,British Columbia / Colombie-Britannique [1],4,0
6911,2244,21310,"        2244 Aircraft instrument, electrical and avionics mechanics, technicians and inspectors",15,0,0,Guelph,4,0
6912,2244,21334,"        2244 Aircraft instrument, electrical and avionics mechanics, technicians and inspectors",65,72949,64736,Québec,4,0
6913,2244,21337,"        2244 Aircraft instrument, electrical and avionics mechanics, technicians and inspectors",15,0,0,Saint John,4,0
6914,2244,21342,"        2244 Aircraft instrument, electrical and avionics mechanics, technicians and inspectors",45,105154,96080,St. John's,4,0
6915,2244,21312,"        2244 Aircraft instrument, electrical and avionics mechanics, technicians and inspectors",75,73078,70556,Hamilton,4,0
6916,2244,2136,"        2244 Aircraft instrument, electrical and avionics mechanics, technicians and inspectors",355,80511,84735,Calgary,4,0
6917,2244,21339,"        2244 Aircraft instrument, electrical and avionics mechanics, technicians and inspectors",20,0,0,Saskatoon,4,0
6918,2244,21319,"        2244 Aircraft instrument, electrical and avionics mechanics, technicians and inspectors",15,0,0,Moncton,4,0
6919,2244,2132,"        2244 Aircraft instrument, electrical and avionics mechanics, technicians and inspectors",30,0,80796,Barrie,4,0
6920,2244,21325,"        2244 Aircraft instrument, electrical and avionics mechanics, technicians and inspectors",0,0,0,Nunavut [1],4,0
6921,2244,21314,"        2244 Aircraft instrument, electrical and avionics mechanics, technicians and inspectors",15,0,0,Kingston,4,0
6922,2244,21320,"        2244 Aircraft instrument, electrical and avionics mechanics, technicians and inspectors",1310,74096,69611,Montréal [1],4,0
6923,2244,21311,"        2244 Aircraft instrument, electrical and avionics mechanics, technicians and inspectors",180,62820,65348,Halifax,4,0
6924,2244,21329,"        2244 Aircraft instrument, electrical and avionics mechanics, technicians and inspectors",215,79232,75652,Ottawa - Gatineau (Ontario part / partie de l'Ontario),4,0
6925,2244,21335,"        2244 Aircraft instrument, electrical and avionics mechanics, technicians and inspectors",10,0,0,Regina,4,0
6926,2244,21327,"        2244 Aircraft instrument, electrical and avionics mechanics, technicians and inspectors",25,0,0,Oshawa,4,0
6927,2244,21323,"        2244 Aircraft instrument, electrical and avionics mechanics, technicians and inspectors",15,0,82457,Northwest Territories / Territoires du Nord-Ouest [1],4,0
6928,2244,21336,"        2244 Aircraft instrument, electrical and avionics mechanics, technicians and inspectors",70,64828,61476,Saguenay,4,0
6929,2244,2134,"        2244 Aircraft instrument, electrical and avionics mechanics, technicians and inspectors",0,0,0,Brantford [1],4,0
6930,2244,21324,"        2244 Aircraft instrument, electrical and avionics mechanics, technicians and inspectors",425,67910,65576,Nova Scotia / Nouvelle-…cosse,4,0
6931,2244,21350,"        2244 Aircraft instrument, electrical and avionics mechanics, technicians and inspectors",15,0,0,Yukon [1],4,0
6932,2244,21326,"        2244 Aircraft instrument, electrical and avionics mechanics, technicians and inspectors",2030,69195,67086,Ontario [1],4,0
6933,2244,21330,"        2244 Aircraft instrument, electrical and avionics mechanics, technicians and inspectors",30,0,86942,Ottawa - Gatineau (partie du Québec / Quebec part),4,0
6934,2244,21331,"        2244 Aircraft instrument, electrical and avionics mechanics, technicians and inspectors",20,0,55370,Peterborough,4,0
6935,2244,21345,"        2244 Aircraft instrument, electrical and avionics mechanics, technicians and inspectors",0,0,0,Trois-Rivières,4,0
6936,2244,2138,"        2244 Aircraft instrument, electrical and avionics mechanics, technicians and inspectors",150,85931,91420,Edmonton,4,0
6937,2251,2157,        2251 Architectural technologists and technicians,10530,48012,50933,Canada,4,1
6938,2251,21548,        2251 Architectural technologists and technicians,95,45758,46306,Windsor,4,1
6939,2251,21546,        2251 Architectural technologists and technicians,820,53386,53312,Vancouver [1],4,1
6940,2251,21543,        2251 Architectural technologists and technicians,35,52560,48331,Thunder Bay,4,1
6941,2251,21517,        2251 Architectural technologists and technicians,125,57304,56894,London,4,1
6942,2251,21549,        2251 Architectural technologists and technicians,120,46457,50414,Winnipeg,4,1
6943,2251,21524,        2251 Architectural technologists and technicians,80,30001,32347,Nova Scotia / Nouvelle-…cosse,4,1
6944,2251,21535,        2251 Architectural technologists and technicians,90,58928,76275,Regina,4,1
6945,2251,21538,        2251 Architectural technologists and technicians,280,49627,55182,Saskatchewan,4,1
6946,2251,21512,        2251 Architectural technologists and technicians,220,47013,47330,Hamilton,4,1
6947,2251,21531,        2251 Architectural technologists and technicians,30,0,36761,Peterborough,4,1
6948,2251,21547,        2251 Architectural technologists and technicians,125,43904,46317,Victoria [1],4,1
6949,2251,21527,        2251 Architectural technologists and technicians,130,49632,51818,Oshawa,4,1
6950,2251,21525,        2251 Architectural technologists and technicians,10,0,0,Nunavut [1],4,1
6951,2251,215,        2251 Architectural technologists and technicians,20,0,0,Abbotsford - Mission,4,1
6952,2251,21534,        2251 Architectural technologists and technicians,595,45131,48239,Québec,4,1
6953,2251,21533,        2251 Architectural technologists and technicians,3230,42520,47119,Quebec / QuÈbec [1],4,1
6954,2251,21518,        2251 Architectural technologists and technicians,145,46367,49697,Manitoba,4,1
6955,2251,2151,        2251 Architectural technologists and technicians,1310,59268,59037,Alberta [1],4,1
6956,2251,21511,        2251 Architectural technologists and technicians,65,38083,35175,Halifax,4,1
6957,2251,2154,        2251 Architectural technologists and technicians,25,0,38332,Brantford [1],4,1
6958,2251,21519,        2251 Architectural technologists and technicians,10,0,0,Moncton,4,1
6959,2251,21510,        2251 Architectural technologists and technicians,40,32118,43150,Guelph,4,1
6960,2251,21539,        2251 Architectural technologists and technicians,115,51756,49931,Saskatoon,4,1
6961,2251,21523,        2251 Architectural technologists and technicians,25,0,0,Northwest Territories / Territoires du Nord-Ouest [1],4,1
6962,2251,21544,        2251 Architectural technologists and technicians,2220,48808,50927,Toronto,4,1
6963,2251,21516,        2251 Architectural technologists and technicians,35,59407,58473,Lethbridge,4,1
6964,2251,2155,        2251 Architectural technologists and technicians,1170,51315,52239,British Columbia / Colombie-Britannique [1],4,1
6965,2251,21529,        2251 Architectural technologists and technicians,455,54192,54429,Ottawa - Gatineau (Ontario part / partie de l'Ontario),4,1
6966,2251,21542,        2251 Architectural technologists and technicians,75,50127,54344,St. John's,4,1
6967,2251,21520,        2251 Architectural technologists and technicians,1670,44087,49375,Montréal [1],4,1
6968,2251,2156,        2251 Architectural technologists and technicians,740,59326,59751,Calgary,4,1
6969,2251,21532,        2251 Architectural technologists and technicians,10,0,0,Prince Edward Island / Œle-du-Prince-…douard,4,1
6970,2251,21515,        2251 Architectural technologists and technicians,160,45366,48850,Kitchener - Cambridge - Waterloo,4,1
6971,2251,2153,        2251 Architectural technologists and technicians,15,0,0,Belleville,4,1
6972,2251,21545,        2251 Architectural technologists and technicians,70,36903,33879,Trois-Rivières,4,1
6973,2251,21514,        2251 Architectural technologists and technicians,35,49315,43595,Kingston,4,1
6974,2251,21550,        2251 Architectural technologists and technicians,0,0,0,Yukon [1],4,1
6975,2251,21541,        2251 Architectural technologists and technicians,45,55418,80683,St. Catharines - Niagara,4,1
6976,2251,21536,        2251 Architectural technologists and technicians,75,33695,37123,Saguenay,4,1
6977,2251,21526,        2251 Architectural technologists and technicians,4115,49064,50908,Ontario [1],4,1
6978,2251,2152,        2251 Architectural technologists and technicians,55,56019,50769,Barrie,4,1
6979,2251,2158,        2251 Architectural technologists and technicians,360,61768,62377,Edmonton,4,1
6980,2251,2159,        2251 Architectural technologists and technicians,15,0,0,Greater Sudbury / Grand Sudbury,4,1
6981,2251,21530,        2251 Architectural technologists and technicians,90,63800,62157,Ottawa - Gatineau (partie du Québec / Quebec part),4,1
6982,2251,21521,        2251 Architectural technologists and technicians,70,55320,44727,New Brunswick / Nouveau-Brunswick,4,1
6983,2251,21522,        2251 Architectural technologists and technicians,100,55470,60762,Newfoundland and Labrador / Terre-Neuve-et-Labrador,4,1
6984,2251,21537,        2251 Architectural technologists and technicians,30,0,0,Saint John,4,1
6985,2251,21540,        2251 Architectural technologists and technicians,40,42428,51857,Sherbrooke,4,1
6986,2251,21513,        2251 Architectural technologists and technicians,35,61461,48357,Kelowna,4,1
6987,2251,21528,        2251 Architectural technologists and technicians,550,55002,55741,Ottawa - Gatineau,4,1
6988,2252,21650,        2252 Industrial designers,0,0,0,Yukon [1],4,1
6989,2252,216,        2252 Industrial designers,20,0,0,Abbotsford - Mission,4,1
6990,2252,21639,        2252 Industrial designers,35,68001,62241,Saskatoon,4,1
6991,2252,21642,        2252 Industrial designers,20,0,0,St. John's,4,1
6992,2252,2165,        2252 Industrial designers,1065,48938,59056,British Columbia / Colombie-Britannique [1],4,1
6993,2252,21623,        2252 Industrial designers,0,0,0,Northwest Territories / Territoires du Nord-Ouest [1],4,1
6994,2252,21631,        2252 Industrial designers,15,0,0,Peterborough,4,1
6995,2252,2164,        2252 Industrial designers,35,51295,49840,Brantford [1],4,1
6996,2252,21626,        2252 Industrial designers,3490,53011,57804,Ontario [1],4,1
6997,2252,21647,        2252 Industrial designers,85,34633,41233,Victoria [1],4,1
6998,2252,2167,        2252 Industrial designers,8805,49371,54828,Canada,4,1
6999,2252,21648,        2252 Industrial designers,160,73279,78057,Windsor,4,1
7000,2252,21611,        2252 Industrial designers,45,52870,43720,Halifax,4,1
7001,2252,2162,        2252 Industrial designers,55,51996,47671,Barrie,4,1
7002,2252,21614,        2252 Industrial designers,20,0,0,Kingston,4,1
7003,2252,21649,        2252 Industrial designers,145,43931,44470,Winnipeg,4,1
7004,2252,21646,        2252 Industrial designers,745,43446,53657,Vancouver [1],4,1
7005,2252,21617,        2252 Industrial designers,90,46779,44814,London,4,1
7006,2252,21627,        2252 Industrial designers,45,65837,66856,Oshawa,4,1
7007,2252,21643,        2252 Industrial designers,10,0,0,Thunder Bay,4,1
7008,2252,21633,        2252 Industrial designers,3180,43341,46368,Quebec / QuÈbec [1],4,1
7009,2252,21632,        2252 Industrial designers,15,0,0,Prince Edward Island / Œle-du-Prince-…douard,4,1
7010,2252,21630,        2252 Industrial designers,65,38565,43993,Ottawa - Gatineau (partie du Québec / Quebec part),4,1
7011,2252,21610,        2252 Industrial designers,15,0,0,Guelph,4,1
7012,2252,21645,        2252 Industrial designers,30,51456,52831,Trois-Rivières,4,1
7013,2252,21644,        2252 Industrial designers,2015,51002,57565,Toronto,4,1
7014,2252,21624,        2252 Industrial designers,75,57115,45834,Nova Scotia / Nouvelle-…cosse,4,1
7015,2252,21638,        2252 Industrial designers,115,63475,62639,Saskatchewan,4,1
7016,2252,21615,        2252 Industrial designers,190,65131,65672,Kitchener - Cambridge - Waterloo,4,1
7017,2252,21618,        2252 Industrial designers,200,48394,45884,Manitoba,4,1
7018,2252,21634,        2252 Industrial designers,285,43296,45364,Québec,4,1
7019,2252,21625,        2252 Industrial designers,0,0,0,Nunavut [1],4,1
7020,2252,2163,        2252 Industrial designers,10,0,0,Belleville,4,1
